ESTANISLAO DEL CAMPO;340350098;340350098;-25,053192;-60,093927;PATIÑO;FORMOSA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>340350098</Literal></PropertyIsEqualTo></Filter>;Municipio de Tercera;;;;4523;;4523;1016;35;0;44;1267;1133;397;1202;65;117;52;270;104
FORRES;861610189;861610189;-27,877491;-63,979136;ROBLES;SANTIAGO DEL ESTERO;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>861610189</Literal></PropertyIsEqualTo></Filter>;Municipio de Tercera;;;;5463;;5463;1312;24;0;1199;1320;1236;232;1274;46;75;29;238;128
PIQUILLIN;141050931;141050931;-31,299584;-63,759105;RIO PRIMERO;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>141050931</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;1364;;1364;385;2;0;371;391;386;63;382;9;10;1;24;15
CAMINIAGA;141821624;141543120;-30,068225;-64,052876;SOBREMONTE;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>141543120</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;362;;362;90;0;0;91;118;112;0;118;0;1;1;12;4
CARMEN DE ARECO;061610161;061610161;-34,377699;-59,822902;CARMEN DE ARECO;BUENOS AIRES;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>061610161</Literal></PropertyIsEqualTo></Filter>;Municipio/Partido;;;;14692;;14692;3586;2277;2291;3624;4631;4570;806;4498;133;214;81;238;127
PARANA;300840336;300840336;-31,741568;-60,528415;PARANA;ENTRE RÍOS;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>300840336</Literal></PropertyIsEqualTo></Filter>;Municipio de Primera;;;;247863;;247863;75861;55911;37951;60806;76571;75593;10722;72038;4533;5537;1004;3896;2290
GENERAL CAMPOS;300880378;300880378;-31,524608;-58,404774;SAN SALVADOR;ENTRE RÍOS;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>300880378</Literal></PropertyIsEqualTo></Filter>;Municipio de Segunda;;;;3149;;3149;928;869;138;904;966;955;149;941;25;40;15;64;38
CERRO CORA;540210070;540210070;-27,50861;-55,603862;CANDELARIA;MISIONES;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>540210070</Literal></PropertyIsEqualTo></Filter>;Municipio de Segunda;;;;1333;;1333;115;13;0;301;389;324;145;387;2;20;18;92;27
AREA SIN GOBIERNO;580980000;580980000;-39,183082581;-69,37890625;PICUN LEUFU;NEUQUÉN;https://gis.obraspublicas.gob.ar/layers/public_wxs/;goblocalsur;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>580980000</Literal></PropertyIsEqualTo></Filter>;;;;;;;;;;;;;;;;;;;;
INGENIERO JACOBACCI;620910252;620910252;-41,326813;-69,544126;25 DE MAYO;RÍO NEGRO;https://gis.obraspublicas.gob.ar/layers/public_wxs/;goblocalsur;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>620910252</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;6261;;6261;1922;123;1707;1748;1963;1871;372;1921;42;89;47;232;100
CAÑADA DEL SAUCE;141052623;140072021;-32,367999;-64,642522;CALAMUCHITA;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>140072021</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;75;;75;0;0;0;31;33;32;0;33;0;0;0;2;0
PUERTO MADRYN;260070007;260070007;-42,7551;-65,04223;BIEDMA;CHUBUT;https://gis.obraspublicas.gob.ar/layers/public_wxs/;goblocalsur;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>260070007</Literal></PropertyIsEqualTo></Filter>;Municipio de Primera;;;;81995;;81995;23997;20964;22239;23821;24177;23865;3083;22766;1411;2015;604;2098;1357
PIEDRA DEL AGUILA;580280035;580280035;-40,046554;-70,07732;COLLON CURA;NEUQUÉN;https://gis.obraspublicas.gob.ar/layers/public_wxs/;goblocalsur;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>580280035</Literal></PropertyIsEqualTo></Filter>;Municipio de Segunda;;;;3689;;3689;1031;784;972;854;1039;1026;276;1017;22;57;35;107;48
CHABAS;820142056;820142056;-33,247067;-61,357594;CASEROS;SANTA FE;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>820142056</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;7180;;7180;2258;207;1773;2326;2415;2400;297;2283;132;146;14;70;38
SANTA MARGARITA;820773337;820773337;-28,314955;-61,55033;9 DE JULIO;SANTA FE;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>820773337</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;1365;;1365;4;0;0;353;376;330;138;362;14;32;18;100;40
ALTO DE LOS QUEBRACHOS;140282133;140282133;-30,540966;-65,038439;CRUZ DEL EJE;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>140282133</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;268;;268;52;2;0;74;80;56;0;80;0;15;15;29;4
LA RINCONADA;141122763;141122763;-30,184654;-62,830143;RIO SECO;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>141122763</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;217;;217;0;0;0;59;61;44;12;60;1;22;21;22;7
AGUA DULCE Y LA SOLEDAD;900568273;900568273;-27,06945;-64,98035;LEALES;TUCUMÁN;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>900568273</Literal></PropertyIsEqualTo></Filter>;Comuna Rural;;;;2568;;2568;330;17;0;617;622;573;137;602;20;82;62;128;57
VILLA SAN JOSE;820212392;820212392;-31,339135;-61,622588;CASTELLANOS;SANTA FE;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>820212392</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;426;;426;30;0;0;112;114;111;0;109;5;6;1;6;0
EL CRISPIN;141052658;141052658;-31,017972;-63,605165;RIO PRIMERO;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>141052658</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;220;;220;57;0;0;48;60;57;0;60;0;2;2;7;2
SAN JAVIER;820980238;820980238;-30,582207;-59,931399;SAN JAVIER;SANTA FE;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>820980238</Literal></PropertyIsEqualTo></Filter>;Municipio de Segunda;;;;16449;;16449;3344;582;0;3218;4673;4487;1351;4475;198;828;630;607;389
NARE;821123925;821123925;-30,951076;-60,46821;SAN JUSTO;SANTA FE;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>821123925</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;493;;493;113;2;0;134;153;142;68;138;15;16;1;17;3
CAFERATA;820422588;820422588;-33,441416;-62,086871;GENERAL LOPEZ;SANTA FE;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>820422588</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;1545;;1545;4;0;0;529;552;540;89;541;11;15;4;22;8
LA EDUVIGIS;220840266;220840266;-26,837412;-59,064118;LIBERTADOR GENERAL SAN MARTÍN;CHACO;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>220840266</Literal></PropertyIsEqualTo></Filter>;Municipio de Tercera;;;;1849;;1849;259;84;0;460;544;479;190;535;9;75;66;118;45
LA PAZ;500420042;500420042;-33,461019;-67,559579;LA PAZ;MENDOZA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>500420042</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;10012;;10012;2588;485;1668;2728;2869;2763;516;2614;255;312;57;277;109
TOTORAS;820560133;820560133;-32,586352;-61,167329;IRIONDO;SANTA FE;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>820560133</Literal></PropertyIsEqualTo></Filter>;Municipio de Segunda;;;;10292;;10292;3076;2851;9;3333;3458;3406;471;3335;123;179;56;141;58
LAGUNA BENITEZ;300429250;300429250;-30,630488;-58,652555;FELICIANO;ENTRE RÍOS;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>300429250</Literal></PropertyIsEqualTo></Filter>;Junta de Gobierno II;;;;447;;447;0;1;0;95;116;113;68;97;19;25;6;14;2
AREA SIN GOBIERNO;580140000;580140000;-37,888034232;-68,514489997;AÑELO;NEUQUÉN;https://gis.obraspublicas.gob.ar/layers/public_wxs/;goblocalsur;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>580140000</Literal></PropertyIsEqualTo></Filter>;;;;;;;;;;;;;;;;;;;;
AGUA DE ORO;140210084;140210084;-31,058228;-64,295579;COLON;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>140210084</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;2163;;2163;661;10;2;740;740;730;97;730;10;20;10;30;17
VILLA URQUIZA;300840371;300840371;-31,650751;-60,377586;PARANA;ENTRE RÍOS;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>300840371</Literal></PropertyIsEqualTo></Filter>;Municipio de Segunda;;;;1615;;1615;349;1;1;491;506;491;116;493;13;36;23;36;20
VILLA DOS TRECE;340560252;340560252;-26,186463;-59,368395;PIRANE;FORMOSA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>340560252</Literal></PropertyIsEqualTo></Filter>;Municipio de Tercera;;;;4675;;4675;1309;13;0;1293;1318;1251;190;1273;45;64;19;184;114
BARRANQUERAS;221400385;221400385;-27,487774;-58,932742;SAN FERNANDO;CHACO;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>221400385</Literal></PropertyIsEqualTo></Filter>;Municipio de Primera;;;;54715;;54715;14734;3185;0;12979;14777;14053;3885;13963;814;1273;459;1820;915
GENERAL ROCA;140630539;140630539;-32,730512;-61,917139;MARCOS JUAREZ;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>140630539</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;2785;;2785;949;347;572;708;952;935;104;939;13;17;4;32;12
SAN COSME;181330329;181330329;-27,37118;-58,511529;SAN COSME;CORRIENTES;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>181330329</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;4750;;4750;836;20;0;1191;1271;1194;371;1220;51;150;99;186;81
LAS LAGUNAS;740636308;740636308;-32,629812;-65,551144;LIBERTADOR GENERAL SAN MARTÍN;SAN LUIS;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>740636308</Literal></PropertyIsEqualTo></Filter>;Comisionado Municipal;;;;111;;111;14;0;0;26;28;26;0;27;1;1;0;9;8
NAZARENO;661610406;661610406;-22,481854;-65,094973;SANTA VICTORIA;SALTA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>661610406</Literal></PropertyIsEqualTo></Filter>;Municipio de Tercera;;;;2839;;2839;403;254;0;676;696;611;62;658;38;144;106;179;50
AZARA;540070014;540070014;-28,057251;-55,676799;APOSTOLES;MISIONES;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>540070014</Literal></PropertyIsEqualTo></Filter>;Municipio de Segunda;;;;4113;;4113;857;8;0;1045;1118;1025;263;1100;18;241;223;307;51
LOS QUIROGA;860356070;860356070;-27,654181;-64,355086;BANDA;SANTIAGO DEL ESTERO;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>860356070</Literal></PropertyIsEqualTo></Filter>;Comision Municipal;;;;1065;;1065;246;12;0;247;255;241;22;248;7;7;0;33;15
REALICO;421330315;421330315;-35,036886;-64,245421;REALICO;LA PAMPA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;goblocalsur;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>421330315</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;7591;;7591;2345;1783;2352;1966;2529;2516;215;2497;32;44;12;73;40
COLONIA VICENTE AG├£ERO;140212098;140212098;-31,027785;-64,019046;COLON;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>140212098</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;352;;352;102;0;0;91;107;106;0;100;7;8;1;4;3
TRANSITO;141401358;141401358;-31,425111;-63,195404;SAN JUSTO;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>141401358</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;3185;;3185;972;15;595;770;1047;1035;147;1028;19;41;22;54;27
AREA SIN GOBIERNO;300630000;300630000;-33,546795;-58,625641;ISLAS DEL IBICUY;ENTRE RÍOS;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>300630000</Literal></PropertyIsEqualTo></Filter>;;;;;;;;;;;;;;;;;;;;
GUALJAINA;260145007;260145007;-42,726758;-70,535488;CUSHAMEN;CHUBUT;https://gis.obraspublicas.gob.ar/layers/public_wxs/;goblocalsur;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>260145007</Literal></PropertyIsEqualTo></Filter>;Comision de Fomento;;;;1183;;1183;281;3;0;324;373;349;124;327;46;63;17;59;20
ESTEBAN RAMS;820773281;820773281;-29,772672;-61,488151;9 DE JULIO;SANTA FE;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>820773281</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;311;;311;40;1;0;38;111;108;71;110;1;3;2;7;2
POZO BORRADO;820773323;820773323;-28,939942;-61,7056;9 DE JULIO;SANTA FE;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>820773323</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;1417;;1417;246;5;0;393;431;409;150;420;11;30;19;60;24
LUTTI;140072056;140072056;-32,298944;-64,725438;CALAMUCHITA;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>140072056</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;183;;183;0;0;0;50;58;52;21;58;0;2;2;8;0
VIGLIONE;260988147;260988147;-44,198856;-71,666668;TEHUELCHES;CHUBUT;https://gis.obraspublicas.gob.ar/layers/public_wxs/;goblocalsur;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>260988147</Literal></PropertyIsEqualTo></Filter>;Comuna Rural;;;;44;;44;13;0;4;15;19;18;8;14;5;6;1;1;0
VILLA DEL NAHUEVE;580775098;580775098;-37,120984;-70,768747;MINAS;NEUQUÉN;https://gis.obraspublicas.gob.ar/layers/public_wxs/;goblocalsur;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>580775098</Literal></PropertyIsEqualTo></Filter>;Comision de Fomento;;;;311;;311;25;0;1;78;104;93;19;56;48;53;5;13;2
GUAMINI;063990399;063990399;-37,012088;-62,416686;GUAMINI;BUENOS AIRES;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>063990399</Literal></PropertyIsEqualTo></Filter>;Municipio/Partido;;;;11826;;11826;3333;1997;1990;3973;4224;4202;827;4134;90;137;47;86;33
CHACABUCO;062100210;062100210;-34,642984;-60,470184;CHACABUCO;BUENOS AIRES;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>062100210</Literal></PropertyIsEqualTo></Filter>;Municipio/Partido;;;;48703;;48703;14931;12449;9172;14977;16496;16373;2261;15624;872;1084;212;676;374
LAS ACEQUIAS;140980833;140980833;-33,282249;-63,975876;RIO CUARTO;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>140980833</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;2544;;2544;728;27;1;622;820;795;112;808;12;17;5;49;14
LAGUNA BLANCA;220770238;220770238;-27,25722;-59,234049;LIBERTAD;CHACO;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>220770238</Literal></PropertyIsEqualTo></Filter>;Municipio de Tercera;;;;729;;729;146;46;0;202;210;174;50;203;7;18;11;49;8
BUENA VISTA;340425056;340425056;-25,071212;-58,38678;PILAGAS;FORMOSA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>340425056</Literal></PropertyIsEqualTo></Filter>;Comision de Fomento;;;;887;;887;208;0;0;235;243;239;92;242;1;40;39;29;16
LA CLOTILDE;221120336;221120336;-27,178199;-60,631574;O HIGGINS;CHACO;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>221120336</Literal></PropertyIsEqualTo></Filter>;Municipio de Tercera;;;;4051;;4051;846;28;0;1033;1060;987;243;1036;24;82;58;212;73
YERBA BUENA;901190133;901190133;-26,808845;-65,310699;YERBA BUENA;TUCUMÁN;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>901190133</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;58001;;58001;12715;3587;9170;14061;14350;13975;2182;13236;1114;1561;447;1152;431
EL PALENQUE;300842927;300849675;-31,662575;-60,175114;PARANA;ENTRE RÍOS;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>300849675</Literal></PropertyIsEqualTo></Filter>;Comuna Categoría 1;;;;521;;521;70;2;0;161;171;165;55;167;4;9;5;10;6
VILLA NUEVA;140420364;140420364;-32,428825;-63,249359;GENERAL SAN MARTIN;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>140420364</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;19362;;19362;5299;4141;2996;4610;5823;5742;670;5513;310;381;71;358;226
CONCEPCION DEL YAGUARETE CORA;180280042;180280042;-28,392491;-57,886681;CONCEPCION;CORRIENTES;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>180280042</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;5316;;5316;1130;191;0;1105;1437;1339;605;1403;34;469;435;473;143
SAN PEDRO NORTE;141751575;141751575;-30,088759;-64,155954;TULUMBA;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>141751575</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;379;;379;104;0;0;45;126;123;22;124;2;5;3;8;3
AÑELO;580140014;580140014;-38,351444;-68,791972;AÑELO;NEUQUÉN;https://gis.obraspublicas.gob.ar/layers/public_wxs/;goblocalsur;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>580140014</Literal></PropertyIsEqualTo></Filter>;Municipio de Segunda;;;;2689;;2689;766;13;595;624;842;810;152;823;19;83;64;130;64
MARIA SUSANA;821264114;821264114;-32,265486;-61,901025;SAN MARTIN;SANTA FE;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>821264114</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;3478;;3478;15;647;0;1105;1162;1140;127;1139;23;29;6;44;14
BERNA;820492770;820492770;-29,275268;-59,847222;GENERAL OBLIGADO;SANTA FE;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>820492770</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;824;;824;185;0;0;171;226;195;96;224;2;30;28;61;31
CAPILLA DEL MONTE;140910672;140910672;-30,856397;-64,526269;PUNILLA;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>140910672</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;11281;;11281;3669;2437;359;1643;3752;3702;494;3595;157;208;51;202;104
LAGUNA BLANCA;620705231;620705231;-40,792595;-69,88104;PILCANIYEU;RÍO NEGRO;https://gis.obraspublicas.gob.ar/layers/public_wxs/;goblocalsur;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>620705231</Literal></PropertyIsEqualTo></Filter>;Comision de Fomento;;;;102;;102;17;0;0;16;30;25;0;30;0;1;1;9;4
LAVALLE;500560056;500560056;-32,719614;-68,603044;LAVALLE;MENDOZA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>500560056</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;36738;;36738;6988;2041;1721;7351;9269;8237;3278;8612;657;1256;599;1706;606
PAMPAYASTA NORTE;141613155;141613155;-32,241683;-63,642187;TERCERO ARRIBA;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>141613155</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;95;;95;22;0;0;26;30;29;0;30;0;0;0;2;1
GUTEMBERG;141122756;141122756;-29,722709;-63,514995;RIO SECO;CÓRDOBA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_centro;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>141122756</Literal></PropertyIsEqualTo></Filter>;Comuna;;;;691;;691;171;0;0;171;177;171;27;168;9;16;7;32;26
SAN CARLOS DE BARILOCHE;620210077;620210077;-41,136928285;-71,29906454;BARILOCHE;RÍO NEGRO;https://gis.obraspublicas.gob.ar/layers/public_wxs/;goblocalsur;<Filter><PropertyIsEqualTo><PropertyName>cod_gl</PropertyName><Literal>620210077</Literal></PropertyIsEqualTo></Filter>;Municipio;;;;112887;;112887;33387;19632;30974;32205;35220;34032;6213;33856;1364;3823;2459;3787;1027
OBERA;540910399;540910399;-27,481656;-55,125155;OBERA;MISIONES;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>540910399</Literal></PropertyIsEqualTo></Filter>;Municipio de Primera;;;;66112;;66112;15875;6988;0;18579;19318;18713;3746;18742;576;2304;1728;2420;632
MISION SAN FRANCISCO DE LAISHI;340210063;340210063;-26,242301;-58,630064;LAISHI;FORMOSA;https://gis.obraspublicas.gob.ar/layers/public_wxs/;ejidos_gob_locales_norte;<Filter><PropertyIsEqualTo><PropertyName>codigo_de_</PropertyName><Literal>340210063</Literal></PropertyIsEqualTo></Filter>;Municipio de Segunda;;;;4628;;4628;978;129;0;1097;1192;1116;354;1127;65;154;89;235;137
