RAMONES;181400350000064;181400350000064;-27,83155477;-58,29555176;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
ORATORIO;181400350000056;181400350000056;-27,463206165;-58,347601775;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
SANTOS LUGARES;181400350000073;181400350000073;-27,466203512;-58,453865407;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
ARROYO PONTON;181400350000003;181400350000003;-27,583343486;-58,599899221;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
CAMPO GRANDE;181400350000006;181400350000006;-27,449747291;-58,422386914;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
AGUIRRE CUE;181400350000001;181400350000001;-27,41325145;-58,37888858;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
LOMAS DE GALARZA;181400350000050;181400350000050;-27,50527435;-58,07111314;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
EL POLLO;181400350000018;181400350000018;-27,852492502;-58,380730473;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
PEICHOTO CUE;181400350000059;181400350000059;-27,500478743;-58,500933694;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
MALOYAS;181400350000053;181400350000053;-27,546982429;-57,917961038;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
CHAÑAR;181400350000012;181400350000012;-27,580341357;-57,960112123;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
ESQUIVEL CUE;181400350000022;181400350000022;-27,46618962;-58,45410987;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
CERRUDO CUE;181400350000011;181400350000011;-27,56861496;-57,937828064;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
COLONIA LLANO;181400350000013;181400350000013;-27,502832462;-58,497020612;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
SAN LUIS DEL PALMAR;181400350010000;181400350010000;-27,508107841;-58,555474416;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
TACUARAL;181400350000075;181400350000075;-27,69394906;-58,1584809;SAN LUIS DEL PALMAR;SAN LUIS DEL PALMAR;CORRIENTES;;
COLONIA EL SIMBOLAR;861616245020000;861616245020000;-27,750315946;-63,795424786;COLONIA EL SIMBOLAR;ROBLES;SANTIAGO DEL ESTERO;;
CAMPO LA UNION;821264107000017;821264107000017;-32,3729135;-61,5457161;LOS CARDOS;SAN MARTIN;SANTA FE;;
LOS CARDOS;821264107110000;821264107110000;-32,324303114;-61,632111122;LOS CARDOS;SAN MARTIN;SANTA FE;;
BARDA DEL MEDIO;620420140030000;620420140030000;-38,724663336;-68,158056091;CONTRALMIRANTE CORDERO;GENERAL ROCA;RÍO NEGRO;;
CONTRALMIRANTE CORDERO;620420140410000;620420140410000;-38,757006261;-68,099497211;CONTRALMIRANTE CORDERO;GENERAL ROCA;RÍO NEGRO;;
SANTA MARIA NORTE;820703253000045;820703253000045;-31,547888772;-61,151227777;SANTA MARIA NORTE;LAS COLONIAS;SANTA FE;;
BUENA VISTA;140772427000006;140772427000006;-31,391979365;-64,923013659;SAN GERONIMO;POCHO;CÓRDOBA;;
SAN GERONIMO;140772427050000;140772427050000;-31,340952;-64,913194967;SAN GERONIMO;POCHO;CÓRDOBA;;
PALACIOS;820913631210000;820913631210000;-30,710669405;-61,623695205;PALACIOS;SAN CRISTOBAL;SANTA FE;;
EL BRETE;660840210000004;660840210000004;-26,061208725;-65,316596985;EL TALA;LA CANDELARIA;SALTA;;
EL TALA;660840210020000;660840210020000;-26,120891758;-65,287305879;EL TALA;LA CANDELARIA;SALTA;;
LOS MOGOTES;660840210000011;660840210000011;-26,032829285;-65,179283142;EL TALA;LA CANDELARIA;SALTA;;
SENILLOSA;580350077110000;580350077110000;-39,01130348;-68,433383391;SENILLOSA;CONFLUENCIA;NEUQUÉN;;
AGUADA TOLEDO;580350077000001;580350077000001;-38,752823157;-68,837738725;SENILLOSA;CONFLUENCIA;NEUQUÉN;;
ARROYITO;580350077010000;580350077010000;-39,074399796;-68,570335064;SENILLOSA;CONFLUENCIA;NEUQUÉN;;
CHINA MUERTA;580350077000013;580350077000013;-38,983252348;-68,389051893;SENILLOSA;CONFLUENCIA;NEUQUÉN;;
LAS PEÑAS;141681519060000;141681519060000;-30,561752596;-64,001984207;LAS PEÑAS;TOTORAL;CÓRDOBA;;
LOS ROBLES;900708378000105;900708378000105;-27,164539093;-65,429218168;ACHERAL;MONTEROS;TUCUMÁN;;
SAN JOSE DE FLORES;900708378000128;900708378000128;-27,141168038;-65,42310723;ACHERAL;MONTEROS;TUCUMÁN;;
LA CIENAGA;900708378000085;900708378000085;-27,1078831;-65,5046157;ACHERAL;MONTEROS;TUCUMÁN;;
RINCON DE BALDERRAMA;900708378000124;900708378000124;-27,1582735;-65,3992214;ACHERAL;MONTEROS;TUCUMÁN;;
ACHERAL;900708378010000;900708378010000;-27,120720505;-65,470564718;ACHERAL;MONTEROS;TUCUMÁN;;
ALTO DE LEIVA;900708378000002;900708378000002;-27,138624191;-65,443618774;ACHERAL;MONTEROS;TUCUMÁN;;
ALDEA SAN JUAN;300569320020000;300569320020000;-32,703788501;-58,779062501;ALDEA SAN JUAN;GUALEGUAYCHU;ENTRE RÍOS;;
CAMPO SCARAFIOCCA;141610000000029;141610000000029;-32,029159934;-63,651490793;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
COLONIA GARZON;141610000000033;141610000000033;-32,0377388;-63,767742157;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO EL CHILO;141610000000011;141610000000011;-32,407674142;-63,900343074;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO FIORETTA;141610000000012;141610000000012;-32,2375162;-63,6930005;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAPILLA GARZON;141610000000031;141610000000031;-32,08147638;-63,735859406;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO PEROTTI;141610000000023;141610000000023;-32,082973383;-63,455066173;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
COLONIA LOLA;141610000000034;141610000000034;-32,69231463;-63,950359442;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO CAPRIVI;141610000000009;141610000000009;-32,634239536;-63,84590208;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
LAS PETACAS;141610000000045;141610000000045;-32,478052516;-63,984056494;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO LAS SELVAS;141610000000017;141610000000017;-32,55647951;-63,890563806;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO SAN ALFREDO;141610000000028;141610000000028;-31,96706495;-63,097019855;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO MACAGNO;141610000000018;141610000000018;-32,1601435;-63,7514118;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO ROSSI;141610000000026;141610000000026;-32,237706715;-63,467613889;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO BERTOGLIO;141610000000006;141610000000006;-32,135877548;-63,697770634;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CUESTA DEL RIO;141610000000038;141610000000038;-32,1759434;-63,9855225;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
COLONIA BELLA VISTA;141610000000032;141610000000032;-32,275995332;-64,040136412;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO NIGRO SUR;141610000000021;141610000000021;-32,12448934;-63,568090049;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO JANON;141610000000015;141610000000015;-32,320025951;-63,616118208;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO NIGRO NORTE;141610000000020;141610000000020;-32,031386827;-63,478522151;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO LA ROSA;141610000000016;141610000000016;-32,632001919;-63,746644375;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
COLONIA SANTA CATALINA;141610000000036;141610000000036;-32,078188318;-63,986324659;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO DEL BEL;141610000000010;141610000000010;-32,180753827;-63,642154378;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO MARENGO;141610000000019;141610000000019;-32,199746804;-63,582437835;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
PUENTE LAS SELVAS;141610000000048;141610000000048;-32,612702755;-63,93644148;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
COLONIA LOS TAMARINDOS;141610000000035;141610000000035;-32,759304998;-63,580901202;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO BOAGLIO;141610000000007;141610000000007;-32,378883251;-63,572601365;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
CAMPO BATTISTON;141610000000005;141610000000005;-32,245436662;-63,563008562;AREA SIN GOBIERNO;TERCERO ARRIBA;CÓRDOBA;;
MONIGOTES;820913610190000;820913610190000;-30,490135992;-61,63482247;MONIGOTES;SAN CRISTOBAL;SANTA FE;;
SIERRITA SAN JOS;540070021000023;540070021000023;-27,72963082;-55,730343864;SAN JOSE;APOSTOLES;MISIONES;;
TARANCO;540070021000024;540070021000024;-27,709356299;-55,496861405;SAN JOSE;APOSTOLES;MISIONES;;
SAN JOSE;540070021060000;540070021060000;-27,765317999;-55,774692076;SAN JOSE;APOSTOLES;MISIONES;;
COLONIA SAN JOSE;540070021000008;540070021000008;-27,777122498;-55,791481018;SAN JOSE;APOSTOLES;MISIONES;;
PINDAPOY;540070021040000;540070021040000;-27,74742723;-55,793248575;SAN JOSE;APOSTOLES;MISIONES;;
MONTE GRANDE;180840175000039;180840175000039;-27,453404151;-56,914652525;SAN ANTONIO ISLA APIPE GRANDE;ITUZAINGO;CORRIENTES;;
SAN ANTONIO;180840175030000;180840175030000;-27,50738546;-56,74116707;SAN ANTONIO ISLA APIPE GRANDE;ITUZAINGO;CORRIENTES;;
PUERTO TALA;180840175000049;180840175000049;-27,543702026;-56,804390336;SAN ANTONIO ISLA APIPE GRANDE;ITUZAINGO;CORRIENTES;;
SAN ESTEBAN;140910714190000;140910714190000;-30,919978406;-64,536003665;SAN ESTEBAN;PUNILLA;CÓRDOBA;;
POTRILLO OSCURO;420210336000022;420210336000022;-36,799221039;-64,125617981;SANTA ROSA;CAPITAL;LA PAMPA;;
BARRANCAS COLORADAS;420210336000001;420210336000001;-36,68302536;-64,193794251;SANTA ROSA;CAPITAL;LA PAMPA;;
SANTA ROSA;420210336020000;420210336020000;-36,618289799;-64,291677039;SANTA ROSA;CAPITAL;LA PAMPA;;
BERMEJITO;380350126020000;380350126020000;-23,787050688;-64,730065776;CALILEGUA;LEDESMA;JUJUY;;
LIBERTAD;380350126070000;380350126070000;-23,762893508;-64,726803683;CALILEGUA;LEDESMA;JUJUY;;
CALILEGUA;380350126040000;380350126040000;-23,769472138;-64,766556218;CALILEGUA;LEDESMA;JUJUY;;
PILQUINIYEU;620915252090000;620915252090000;-41,908386541;-68,342473245;PILQUINIYEU;25 DE MAYO;RÍO NEGRO;;
COLONIA EL CLAVO;300919790000006;300919790000006;-32,159522191;-59,184184576;ALTAMIRANO SUR;TALA;ENTRE RÍOS;;
ALTAMIRANO SUR;300919790010000;300919790010000;-32,088834282;-59,174070554;ALTAMIRANO SUR;TALA;ENTRE RÍOS;;
SALDAN;140210154240000;140210154240000;-31,314269681;-64,312904304;SALDAN;COLON;CÓRDOBA;;
LAS JUNTAS;100070021080000;100070021080000;-28,103883632;-65,899651364;LAS JUNTAS;AMBATO;CATAMARCA;;
LA SALVIA;100070021000032;100070021000032;-28,090665973;-65,899530041;LAS JUNTAS;AMBATO;CATAMARCA;;
LAS BOLIVIANAS;340070000000152;340070000000152;-24,31902043;-61,25791818;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
RIO MUERTO;340070000000216;340070000000216;-23,6109724;-61,3171703;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
CAMPO DEL MEDIO;340070000000017;340070000000017;-24,323335648;-61,523353577;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA LINEA;340070000000122;340070000000122;-24,246185303;-60,684928894;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL REMANSO;340070000000080;340070000000080;-23,985755717;-60,458325135;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
PESCADO NEGRO;340070000000193;340070000000193;-23,38393;-61,77758;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LAS AVISPAS;340070000000150;340070000000150;-23,599384308;-61,578697205;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
AHI VEREMOS;340070000000002;340070000000002;-23,755783081;-61,170639038;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
AIBAL EL SILENCIO;340070000000003;340070000000003;-24,39266333;-61,69829968;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA LAGUNA;340070000000120;340070000000120;-24,32621227;-61,30093712;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LAS MARAVILLAS;340070000000157;340070000000157;-23,715578079;-61,284572601;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
VACA PERDIDA;340070000050000;340070000050000;-23,494864689;-61,649998269;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL QUEMADO;340070000000078;340070000000078;-23,99989698;-60,9855603;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
PASO DE LOS TOBAS;340070000000191;340070000000191;-24,025680542;-60,906532287;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA PALMITA;340070000000129;340070000000129;-23,482337952;-61,315288544;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LAMADRID;340070000015000;340070000015000;-23,937698264;-60,740098564;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
ALTO ALEGRE;340070000000005;340070000000005;-23,9867533;-60,8231372;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL CAVADO;340070000000043;340070000000043;-23,592475891;-61,484985352;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA TUSCA;340070000000140;340070000000140;-23,689287186;-61,553012848;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL RETIRO;340070000000081;340070000000081;-23,994857788;-60,394519806;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL COLORADO;340070000000052;340070000000052;-24,037799835;-61,405208587;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA PAZ;340070000000130;340070000000130;-24,417835236;-61,628826141;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LAGUNITA;340070000000148;340070000000148;-23,41157;-61,76015;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL CORRALITO;340070000000053;340070000000053;-23,817634582;-61,83688736;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LAGUNA YACARE;340070000000147;340070000000147;-24,490009946;-61,559878472;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LOS YUCHANES;340070000000168;340070000000168;-24,208875656;-61,227817535;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA PUERTA;340070000000132;340070000000132;-23,674411774;-61,136287689;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
BAJO VERDE;340070000000010;340070000000010;-23,935466766;-60,607948303;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL LECHERON;340070000000059;340070000000059;-23,502969742;-61,547672272;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA PALIZADA;340070000000128;340070000000128;-24,37461994;-60,81989475;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL DESPUNTE;340070000000056;340070000000056;-23,651659012;-61,413879395;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
SOMBRERO NEGRO;340070000000231;340070000000231;-23,49471809;-61,5768014;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA SOLEDAD;340070000003000;340070000003000;-24,149060721;-60,692324165;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL QUIMIL;340070000000079;340070000000079;-23,51707899;-61,70755188;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL CASTOR;340070000000042;340070000000042;-24,633543014;-61,223987579;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL PALO SANTO;340070000000068;340070000000068;-23,861371994;-60,972278595;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
CORRALITO;340070000000024;340070000000024;-24,21846962;-61,006340027;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA MOCHA;340070000000126;340070000000126;-23,49651;-61,62924;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LOS POCITOS;340070000000166;340070000000166;-23,45882518;-61,73813291;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
TRES YUCHAN;340070000000240;340070000000240;-23,47677746;-61,57769046;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL ESCONDIDO;340070000000058;340070000000058;-24,259288788;-60,993389129;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
FORTIN PILCOMAYO;340070000000099;340070000000099;-23,843732834;-60,879844666;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA PRIMAVERA;340070000000131;340070000000131;-23,532625198;-61,266872406;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA RINCONADA;340070000007000;340070000007000;-23,494275191;-61,57638887;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA REPRESA;340070000000135;340070000000135;-23,81632;-61,21118;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL CHURCALITO;340070000000050;340070000000050;-24,07432401;-60,85246415;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL PARAGUAYO MUERTO;340070000000070;340070000000070;-24,114086151;-60,551380157;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
SAN ANTONIO;340070000000217;340070000000217;-23,557861328;-61,18870163;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LAS PALMITAS;340070000000159;340070000000159;-24,297809601;-60,902435303;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LAS VIDALITAS;340070000000160;340070000000160;-23,740461349;-61,092292786;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
POZO RAMON;340070000000209;340070000000209;-23,46268446;-61,57889695;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
POZO EL ESCONDIDO;340070000000204;340070000000204;-23,180248261;-61,797618866;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL BAJO;340070000000036;340070000000036;-23,8608345;-61,05229676;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL PARAISO;340070000000071;340070000000071;-24,048061008;-60,577177086;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL YACARE;340070000000086;340070000000086;-24,44585228;-61,570625305;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LAS BANDERITAS;340070000000151;340070000000151;-23,944426;-60,837689;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL AIBALITO;340070000000030;340070000000030;-24,117563248;-60,922355652;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
SANTA ISABEL;340070000000226;340070000000226;-24,35626569;-61,532041637;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL AZOTADO;340070000000035;340070000000035;-24,233027936;-61,76727436;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL SOLITARIO;340070000000083;340070000000083;-23,4613347;-61,4709325;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA UNION;340070000000141;340070000000141;-23,599191666;-61,373744965;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA MADRUGADA;340070000000123;340070000000123;-23,43160403;-61,58929563;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
SAN CAYETANO;340070000000219;340070000000219;-23,8232703;-60,9788771;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
ISLA GARCIA;340070000000105;340070000000105;-24,347414017;-61,71138382;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL SIMBOLAR;340070000000082;340070000000082;-24,26304692;-61,24316418;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL BRAGADO;340070000000038;340070000000038;-24,040811539;-61,701976776;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL CAJON;340070000000041;340070000000041;-23,606107;-61,222148;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
SUMAYEN;340070000000232;340070000000232;-24,46675181;-61,57228774;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
SANTA ROSA;340070000000228;340070000000228;-23,786643646;-61,484412197;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
SAN CAMILO;340070000000218;340070000000218;-24,602310181;-61,40000534;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
MATIAS GULACSI;340070000000171;340070000000171;-24,623871378;-61,166987328;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA IGUANA;340070000000118;340070000000118;-23,243850708;-61,8200531;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
SAN ISIDRO;340070000000223;340070000000223;-24,45989418;-60,8985672;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LOS CLAVELES;340070000000163;340070000000163;-24,104528427;-61,231487274;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
GUADALCAZAR;340070000005000;340070000005000;-23,682393855;-61,161108948;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
PALOS BLANCOS;340070000000188;340070000000188;-24,311496735;-61,678852081;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
POZO SARGENTO;340070000000210;340070000000210;-23,65180149;-61,79673482;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA ZANJA;340070000000142;340070000000142;-24,0723633;-60,6197921;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
FORTIN PILCOMAYO NUEVO;340070000000100;340070000000100;-23,8710562;-60,8774613;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL BORDO SANTO;340070000000037;340070000000037;-24,26921463;-61,764175415;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
BAJO HONDO;340070000000009;340070000000009;-24,0339571;-60,7654318;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL CUCHILLO;340070000000055;340070000000055;-24,025348663;-61,261669159;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL ALAMBRADO;340070000000031;340070000000031;-23,268596649;-61,693031311;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL LINDERO;340070000000060;340070000000060;-23,73132;-61,33636;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LOS GALPONES;340070000000164;340070000000164;-24,617307663;-61,265407562;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
PALMA SOLA;340070000000185;340070000000185;-23,635229111;-61,341293335;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
PRALINE;340070000000211;340070000000211;-24,188005447;-61,279129028;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
ISLA CHICA;340070000000104;340070000000104;-24,315717697;-61,733612061;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
CAMPO AZUL;340070000000015;340070000000015;-23,44351387;-61,825653076;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
PONCHO QUEMADO;340070000000194;340070000000194;-24,349769592;-61,650203705;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL COLETO;340070000000051;340070000000051;-24,21481888;-60,695932502;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LAS FLORES;340070000000155;340070000000155;-23,516641617;-61,756633759;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
TRES POZOS;340070000000239;340070000000239;-23,92363739;-61,35162735;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA LIBERTAD;340070000000121;340070000000121;-23,982064;-60,6117724;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
SAN CRISTOBAL;340070000000220;340070000000220;-24,501745224;-61,524356842;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
PUERTO CABO IRIGOYEN;340070000000213;340070000000213;-23,2342833;-61,76244706;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
POZO DE MOLINA;340070000000198;340070000000198;-24,1413879;-60,5121952;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LOS CIENEGUITOS;340070000000162;340070000000162;-23,64058005;-61,47602452;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL NARANJO;340070000000065;340070000000065;-24,574920654;-61,459651947;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA ESQUINA;340070000000116;340070000000116;-23,392942429;-61,589805603;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LAGUNA TRES PACES;340070000000146;340070000000146;-23,3866677;-61,540966;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
PALO MARCADO;340070000000186;340070000000186;-23,677890778;-61,233695984;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL CHAÑARAL;340070000000045;340070000000045;-23,55716016;-61,54133564;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
SANTA RITA;340070000000227;340070000000227;-24,204324722;-61,616149902;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
EL CHURCAL;340070000000049;340070000000049;-23,43689251;-61,59104602;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
MEDIA LUNA;340070000000172;340070000000172;-23,7583298;-61,0213934;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
LA ESPERANZA;340070000000115;340070000000115;-23,5413003;-61,4202262;AREA SIN GOBIERNO;BERMEJO;FORMOSA;;
SOSA;300849750240000;300849750240000;-31,738574273;-59,911508144;SOSA;PARANA;ENTRE RÍOS;;
IBARRETA;340350126080000;340350126080000;-25,211319123;-59,857039844;IBARRETA;PATIÑO;FORMOSA;;
LAS BARRANQUITAS;740210038000074;740210038000074;-33,16844847;-66,06146551;ESTANCIA GRANDE;CORONEL PRINGLES;SAN LUIS;;
ESTANCIA GRANDE;740210038000045;740210038000045;-33,21809147;-66,17707132;ESTANCIA GRANDE;CORONEL PRINGLES;SAN LUIS;;
ESTANCIA GRANDE;740210038025000;740210038025000;-33,190546553;-66,152798557;ESTANCIA GRANDE;CORONEL PRINGLES;SAN LUIS;;
EL DURAZNO;740210038000035;740210038000035;-33,193300068;-66,156898153;ESTANCIA GRANDE;CORONEL PRINGLES;SAN LUIS;;
TICINO;140420343140000;140420343140000;-32,691927138;-63,435304438;TICINO;GENERAL SAN MARTIN;CÓRDOBA;;
PUERTO EVA PERON;220140070070000;220140070070000;-26,661480093;-58,635581818;PUERTO EVA PERON;BERMEJO;CHACO;;
EL RODEO;100070007040000;100070007040000;-28,214151642;-65,873860063;EL RODEO;AMBATO;CATAMARCA;;
COLONIA LA GLORIA;300289150000016;300289150000016;-31,0659142;-58,09292394;GUALEGUAYCITO;FEDERACION;ENTRE RÍOS;;
COLONIA LA PAZ;300289150000018;300289150000018;-31,038490556;-58,162161138;GUALEGUAYCITO;FEDERACION;ENTRE RÍOS;;
