LIBERTADOR GENERAL SAN MARTÍN;22084;22084;-26,514810346;-59,225561265;CHACO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>22084</Literal></PropertyIsEqualTo></Filter>;59147;80;18;0;70;15797;15821;24;3101;4;19;174;23;11
PINAMAR;06644;06644;-37,164159375;-56,902791438;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06644</Literal></PropertyIsEqualTo></Filter>;25728;67;36;82;97;8205;8326;9;7744;5;8;260;8;4
ROSARIO DE LA FRONTERA;66140;66140;-25,89667;-64,7655;SALTA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>66140</Literal></PropertyIsEqualTo></Filter>;28993;87;63;41;82;7803;7818;20;7029;9;14;355;14;5
RIVADAVIA;70084;70084;-31,528684115;-68,598203792;SAN JUAN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>70084</Literal></PropertyIsEqualTo></Filter>;82641;96;26;72;95;21910;21926;15;20077;8;11;766;6;3
MATACOS;34028;34028;-23,675008774;-62,312923431;FORMOSA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>34028</Literal></PropertyIsEqualTo></Filter>;14375;65;0;0;56;3363;3372;27;3202;4;16;384;31;16
RIO HONDO;86147;86147;-27,60805727;-64,54365708;SANTIAGO DEL ESTERO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>86147</Literal></PropertyIsEqualTo></Filter>;54867;53;41;15;84;13567;13643;11;11432;15;19;510;16;6
OBERA;54091;54091;-27,392909097;-55,122770418;MISIONES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>54091</Literal></PropertyIsEqualTo></Filter>;107501;68;23;0;84;30016;30070;20;29240;2;11;2573;14;4
GENERAL LAVALLE;06336;06336;-36,554420636;-57,077420575;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06336</Literal></PropertyIsEqualTo></Filter>;3700;47;29;76;98;1176;1183;12;1146;2;6;47;7;3
SAN CAYETANO;06742;06742;-38,674057696;-59,499359487;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06742</Literal></PropertyIsEqualTo></Filter>;8399;83;72;81;97;2961;2968;8;2904;1;3;44;2;1
GENERAL BELGRANO;06301;06301;-35,834410002;-58,477360025;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06301</Literal></PropertyIsEqualTo></Filter>;17365;73;29;61;96;6008;6027;10;5879;2;4;138;3;2
GUALEGUAY;30049;30049;-33,558718237;-59,480520131;ENTRE RÍOS;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>30049</Literal></PropertyIsEqualTo></Filter>;51883;88;75;25;93;16153;16185;12;15312;5;7;355;7;3
BURRUYACU;90007;90007;-26,36994;-64,78136;TUCUMÁN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>90007</Literal></PropertyIsEqualTo></Filter>;36951;61;2;0;85;8807;8818;29;8394;4;13;818;22;7
SANTA ROSA;10098;10098;-28,045031938;-65,278456151;CATAMARCA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>10098</Literal></PropertyIsEqualTo></Filter>;12034;91;0;0;81;3096;3123;9;2914;5;9;121;15;7
TUMBAYA;38098;38098;-23,832056045;-65,475578308;JUJUY;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>38098</Literal></PropertyIsEqualTo></Filter>;4658;68;29;0;54;1284;1315;25;1149;10;27;217;18;5
DOLORES;06238;06238;-36,3899064;-57,6947905;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06238</Literal></PropertyIsEqualTo></Filter>;27042;74;41;77;96;9004;9026;11;8767;2;4;133;3;1
GUATRACHE;42070;42070;-37,57537932;-63,54911308;LA PAMPA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>42070</Literal></PropertyIsEqualTo></Filter>;8831;82;4;77;97;3202;3220;8;3164;1;2;27;6;0
LORETO;86105;86105;-28,476353257;-64,045073961;SANTIAGO DEL ESTERO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>86105</Literal></PropertyIsEqualTo></Filter>;20036;57;0;0;77;4782;4789;23;4418;7;23;781;19;7
VILLAGUAY;30113;30113;-31,77167964;-59,570914493;ENTRE RÍOS;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>30113</Literal></PropertyIsEqualTo></Filter>;48965;82;67;14;90;14726;14748;16;14145;3;7;464;8;4
GENERAL ROCA;62042;62042;-39,13837603;-66,909520748;RÍO NEGRO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>62042</Literal></PropertyIsEqualTo></Filter>;320921;93;71;83;95;99433;99564;14;95146;4;7;3224;9;4
LA COSTA;06420;06420;-36,488397629;-56,700435258;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06420</Literal></PropertyIsEqualTo></Filter>;69633;25;65;42;93;23949;24114;12;23241;2;5;492;5;3
GENERAL GUEMES;66049;66049;-24,75876236;-64,993942261;SALTA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>66049</Literal></PropertyIsEqualTo></Filter>;47226;94;44;39;86;11562;11575;18;10540;8;12;455;15;7
RIO SEGUNDO;14119;14119;-31,597730006;-63,245539405;CÓRDOBA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>14119</Literal></PropertyIsEqualTo></Filter>;103718;94;9;55;97;32090;32154;9;30976;3;4;276;4;2
LAGO BUENOS AIRES;78035;78035;-46,04208374;-71,658737183;SANTA CRUZ;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>78035</Literal></PropertyIsEqualTo></Filter>;8750;90;76;74;89;2571;2600;11;2432;5;8;71;7;2
VALCHETA;62084;62084;-41,214345515;-66,338309668;RÍO NEGRO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>62084</Literal></PropertyIsEqualTo></Filter>;7101;83;15;65;84;2053;2061;16;1973;3;7;70;11;3
MARCOS PAZ;06525;06525;-34,776242;-58,9395696;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06525</Literal></PropertyIsEqualTo></Filter>;54181;86;30;68;95;14656;14672;13;14029;4;8;667;12;6
CAPITAL;14014;14014;-31,478788376;-64,145095825;CÓRDOBA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>14014</Literal></PropertyIsEqualTo></Filter>;1329604;98;50;68;96;414237;414845;12;383594;7;8;5248;5;3
PUELEN;42112;42112;-37,95782503;-67,82531198;LA PAMPA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>42112</Literal></PropertyIsEqualTo></Filter>;9468;87;72;80;92;2790;2806;15;2668;4;7;101;10;4
DOCTOR MANUEL BELGRANO;38021;38021;-24,029388428;-65,647422791;JUJUY;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>38021</Literal></PropertyIsEqualTo></Filter>;265249;98;71;54;89;71061;71208;17;63119;11;15;2876;11;4
LA COCHA;90049;90049;-27,756055832;-65,599121094;TUCUMÁN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>90049</Literal></PropertyIsEqualTo></Filter>;19002;86;0;0;84;4607;4610;18;4189;9;14;233;20;9
ANCASTI;10014;10014;-28,926935319;-65,520772291;CATAMARCA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>10014</Literal></PropertyIsEqualTo></Filter>;2917;40;0;0;77;786;795;11;756;3;12;69;25;5
LA CALDERA;66077;66077;-24,57701543;-65,368728969;SALTA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>66077</Literal></PropertyIsEqualTo></Filter>;7763;78;0;32;84;2088;2097;17;1846;11;18;135;15;5
TORDILLO;06812;06812;-36,4708183;-57,1914178;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06812</Literal></PropertyIsEqualTo></Filter>;1764;45;0;76;97;558;563;14;536;3;8;28;7;3
CHILECITO;46042;46042;-29,10233846;-67,60548106;LA RIOJA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>46042</Literal></PropertyIsEqualTo></Filter>;49432;95;54;0;90;13300;13350;11;12640;4;11;542;12;5
CHIVILCOY;06224;06224;-34,9440654;-60,1765372;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06224</Literal></PropertyIsEqualTo></Filter>;64185;82;54;51;96;22083;22119;9;21275;3;4;257;3;1
PASO DE INDIOS;26070;26070;-44,465560913;-68,474082947;CHUBUT;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>26070</Literal></PropertyIsEqualTo></Filter>;1867;69;29;0;63;649;656;23;633;2;7;30;7;2
CAPITAL;46014;46014;-29,725196838;-66,606086731;LA RIOJA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>46014</Literal></PropertyIsEqualTo></Filter>;180995;95;78;23;93;48916;48982;10;45779;6;10;1880;10;5
AVELLANEDA;06035;06035;-34,675005648;-58,310563425;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06035</Literal></PropertyIsEqualTo></Filter>;342677;99;67;49;93;113142;113225;12;103661;8;5;2736;5;2
CAPITAL;66028;66028;-24,704942034;-65,470510545;SALTA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>66028</Literal></PropertyIsEqualTo></Filter>;536113;97;83;62;90;137000;137340;14;119603;12;16;5762;12;6
9 DE JULIO;62049;62049;-41,250133514;-66,896430969;RÍO NEGRO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>62049</Literal></PropertyIsEqualTo></Filter>;3475;79;0;0;74;1123;1131;20;979;12;18;63;16;4
GENERAL ROCA;14035;14035;-34,8188719;-63,3857113;CÓRDOBA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>14035</Literal></PropertyIsEqualTo></Filter>;35645;29;18;14;96;11608;11639;10;11340;2;4;209;6;2
ELDORADO;54042;54042;-26,15509937;-54,58240989;MISIONES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>54042</Literal></PropertyIsEqualTo></Filter>;78221;82;4;0;86;21635;21673;20;20841;3;10;1378;14;4
GENERAL ARENALES;06294;06294;-34,3397918;-61,3746941;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06294</Literal></PropertyIsEqualTo></Filter>;14903;82;35;49;96;5327;5341;10;5248;1;2;68;2;0
SAN MARTIN;70091;70091;-31,492270107;-68,300502855;SAN JUAN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>70091</Literal></PropertyIsEqualTo></Filter>;11115;85;22;0;90;2675;2677;30;2477;7;19;321;13;6
SAUCE;18175;18175;-29,988078116;-58,535707658;CORRIENTES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>18175</Literal></PropertyIsEqualTo></Filter>;9032;82;43;0;76;2514;2521;16;2470;1;9;195;14;6
CHIMBAS;70042;70042;-31,495614115;-68,563706793;SAN JUAN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>70042</Literal></PropertyIsEqualTo></Filter>;87258;94;2;51;92;20846;20853;20;18619;10;16;1122;11;6
CAPITAL;42021;42021;-36,68302536;-64,193794251;LA PAMPA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>42021</Literal></PropertyIsEqualTo></Filter>;105312;93;88;91;98;35598;35697;8;34483;3;4;345;3;2
VICTORIA;30105;30105;-32,957337;-60,049086;ENTRE RÍOS;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>30105</Literal></PropertyIsEqualTo></Filter>;35767;86;50;20;92;11063;11097;20;10604;4;7;384;8;4
TRENEL;42147;42147;-35,741376357;-64,447959893;LA PAMPA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>42147</Literal></PropertyIsEqualTo></Filter>;5426;90;45;82;97;1852;1859;8;1815;1;3;27;2;1
CHAPALEUFU;42056;42056;-35,02186343;-63,818977368;LA PAMPA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>42056</Literal></PropertyIsEqualTo></Filter>;11620;77;51;84;97;3984;3994;15;3890;2;2;47;4;2
SAN ANTONIO;38056;38056;-24,373626709;-65,604064941;JUJUY;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>38056</Literal></PropertyIsEqualTo></Filter>;4466;64;22;0;78;1239;1239;22;1136;8;21;163;22;8
CIUDAD DE BUENOS AIRES;02000;02000;-34,613291729;-58,388751736;CIUDAD DE BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>02000</Literal></PropertyIsEqualTo></Filter>;;;;;;;;;;;;;;
VERA;82133;82133;-29,725727982;-60,289512873;SANTA FE;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>82133</Literal></PropertyIsEqualTo></Filter>;51494;82;22;0;84;14756;14803;22;13956;5;11;897;14;6
12 DE OCTUBRE;22036;22036;-27,34587947;-61,4341435;CHACO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>22036</Literal></PropertyIsEqualTo></Filter>;22281;23;0;0;81;6021;6033;25;5769;4;15;669;22;6
LOS LAGOS;58070;58070;-40,727523804;-71,677230835;NEUQUÉN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>58070</Literal></PropertyIsEqualTo></Filter>;11998;84;1;79;88;3623;3790;15;3473;4;8;144;6;1
GUACHIPAS;66063;66063;-25,77241;-65,34234;SALTA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>66063</Literal></PropertyIsEqualTo></Filter>;3187;62;44;0;56;906;912;21;849;6;22;143;27;6
GODOY CRUZ;50021;50021;-32,921528315;-68,854923183;MENDOZA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>50021</Literal></PropertyIsEqualTo></Filter>;191903;98;94;88;97;14748;57461;12;14113;4;9;310;3;2
GENERAL BELGRANO;46063;46063;-30,557228088;-66,160728455;LA RIOJA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>46063</Literal></PropertyIsEqualTo></Filter>;7370;94;0;0;83;2149;2157;8;2077;3;9;137;16;4
PEHUENCHES;58091;58091;-36,925289154;-69,985023498;NEUQUÉN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>58091</Literal></PropertyIsEqualTo></Filter>;24087;95;51;81;91;7196;7233;12;6742;6;15;633;15;5
SANTA MARÍA;14147;14147;-31,55910043;-64,19196866;CÓRDOBA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>14147</Literal></PropertyIsEqualTo></Filter>;98188;88;24;29;94;28144;28275;14;26707;5;6;424;8;4
GASTRE;26049;26049;-42,841125488;-68,456611633;CHUBUT;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>26049</Literal></PropertyIsEqualTo></Filter>;1427;51;0;0;45;512;522;22;421;17;21;17;12;2
MONTEROS;90070;90070;-27,138624191;-65,443618774;TUCUMÁN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>90070</Literal></PropertyIsEqualTo></Filter>;63641;89;28;19;91;15944;15961;17;14965;6;8;432;13;6
TUPUNGATO;50126;50126;-33,300084738;-69,17169565;MENDOZA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>50126</Literal></PropertyIsEqualTo></Filter>;32524;84;39;41;87;8530;8551;15;7838;8;13;460;16;8
SAN FERNANDO;06749;06749;-34,2256455;-58,5931568;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06749</Literal></PropertyIsEqualTo></Filter>;163240;97;77;58;97;49384;49466;14;44745;9;12;1592;8;4
APOSTOLES;54007;54007;-28,066221237;-55,598537445;MISIONES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>54007</Literal></PropertyIsEqualTo></Filter>;42249;79;4;0;84;11556;11569;18;11057;4;17;1525;19;4
MALVINAS ARGENTINAS;06515;06515;-34,454455058;-58,706241741;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06515</Literal></PropertyIsEqualTo></Filter>;322375;10;2;39;96;89338;89384;17;80186;10;15;4348;12;5
CORONEL SUAREZ;06203;06203;-37,6402741;-62,0066225;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06203</Literal></PropertyIsEqualTo></Filter>;38320;80;40;76;96;8191;13469;7;13104;2;3;128;2;0
2 DE ABRIL;22039;22039;-27,597486358;-61,131970665;CHACO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>22039</Literal></PropertyIsEqualTo></Filter>;7432;1;0;0;84;2121;2124;14;2018;4;10;114;18;4
FORMOSA;34014;34014;-25,738264083;-57,920059208;FORMOSA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>34014</Literal></PropertyIsEqualTo></Filter>;234354;90;59;0;89;62621;62695;21;56190;10;16;4040;15;7
LOBERIA;06476;06476;-37,7714343;-58,6447231;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06476</Literal></PropertyIsEqualTo></Filter>;17523;81;61;34;93;5902;5920;10;5750;2;4;96;4;1
PARANA;30084;30084;-31,885412846;-60,234448335;ENTRE RÍOS;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>30084</Literal></PropertyIsEqualTo></Filter>;339930;96;70;41;96;105030;105198;13;99572;5;6;1400;5;2
SAN IGNACIO;54098;54098;-27,251232072;-55,530492495;MISIONES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>54098</Literal></PropertyIsEqualTo></Filter>;57728;69;0;0;80;15532;15570;23;14851;4;15;1724;19;5
COMUNA 13;02013;02013;-34,554881524;-58,450289095;CIUDAD DE BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>02013</Literal></PropertyIsEqualTo></Filter>;231331;99;99;97;99;100195;100657;9;97732;2;3;209;1;0
LANÚS;06434;06434;-34,69095715;-58,383862849;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06434</Literal></PropertyIsEqualTo></Filter>;459263;99;37;49;95;149594;149698;13;137132;8;11;2144;4;2
PALPALA;38042;38042;-24,18229866;-65,207740784;JUJUY;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>38042</Literal></PropertyIsEqualTo></Filter>;52631;98;74;35;89;13225;13238;16;11931;9;13;498;11;4
AYACUCHO;06042;06042;-37,2159908;-58,6862018;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06042</Literal></PropertyIsEqualTo></Filter>;20337;84;73;43;93;6967;6984;8;6768;2;10;108;4;2
CAPITAL;86049;86049;-27,80983349;-64,48893926;SANTIAGO DEL ESTERO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>86049</Literal></PropertyIsEqualTo></Filter>;267125;97;41;45;92;68793;68878;8;64348;6;9;1873;9;4
SALLIQUELO;06721;06721;-36,568990828;-63,087622957;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06721</Literal></PropertyIsEqualTo></Filter>;8644;88;39;42;96;3162;3178;10;3098;2;4;21;1;0
FAMATINA;46049;46049;-28,9015462;-67,5409052;LA RIOJA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>46049</Literal></PropertyIsEqualTo></Filter>;5863;95;0;0;89;1711;1717;15;1659;3;18;264;16;4
GENERAL ALVEAR;06287;06287;-36,0095752;-60,2101369;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06287</Literal></PropertyIsEqualTo></Filter>;11130;83;49;46;96;3308;3321;10;3174;4;5;48;4;1
CHACABUCO;74028;74028;-32,563397622;-65,031530745;SAN LUIS;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>74028</Literal></PropertyIsEqualTo></Filter>;20744;93;12;41;90;6417;6447;14;6218;3;6;191;9;3
